"","census_2018","gpt4_beta_sim","human_beta_sim","gpt4_beta_quint_sim","human_beta_quint_sim","gpt4_beta_admin","human_beta_admin","gpt4_beta_quint_admin","human_beta_quint_admin"
"330","5140",0.840909090909091,0.5,5,4,0.840909090909091,0.5,5,5
"331","5150",0.605263157894737,0.473684210526316,4,4,0.605263157894737,0.473684210526316,5,4
"332","5160",0.586206896551724,0.396551724137931,4,3,0.586206896551724,0.396551724137931,5,4
"333","5200",0.7,0.7,4,5,0.7,0.7,5,5
"334","5210",0.952380952380952,0.69047619047619,5,5,0.952380952380952,0.69047619047619,5,5
"335","5220",0.683333333333333,0.583333333333333,4,4,0.683333333333333,0.583333333333333,5,5
"336","5230",0.65625,0.59375,4,4,0.65625,0.59375,5,5
"337","5240",0.566666666666667,0.666666666666667,4,4,0.566666666666667,0.666666666666667,5,5
"338","5250",0.676470588235294,0.588235294117647,4,4,0.676470588235294,0.588235294117647,5,5
"339","5260",0.763157894736842,0.421052631578947,4,3,0.763157894736842,0.421052631578947,5,4
"340","5300",0.5,0.4,4,3,0.5,0.4,4,4
"341","5310",0.647058823529412,0.441176470588235,4,3,0.647058823529412,0.441176470588235,5,4
"342","5320",0.53030303030303,0.454545454545455,4,3,0.53030303030303,0.454545454545455,5,4
"343","5330",0.583333333333333,0.472222222222222,4,4,0.583333333333333,0.472222222222222,5,4
"344","5340",0.566666666666667,0.566666666666667,4,4,0.566666666666667,0.566666666666667,5,5
"345","5350",0.710526315789474,0.605263157894737,4,4,0.710526315789474,0.605263157894737,5,5
"346","5360",0.605263157894737,0.447368421052632,4,3,0.605263157894737,0.447368421052632,5,4
"347","5400",0.526315789473684,0.578947368421053,4,4,0.526315789473684,0.578947368421053,4,5
"348","5410",0.452380952380952,0.523809523809524,3,4,0.452380952380952,0.523809523809524,4,5
"349","5500",0.976478494623656,0.825940860215054,5,5,0.488239247311828,0.412970430107527,4,4
"350","5510",0.294117647058824,0.147058823529412,2,2,0.294117647058824,0.147058823529412,3,2
"351","5521",0.638888888888889,0.527777777777778,4,4,0.638888888888889,0.527777777777778,5,5
"352","5522",0.653846153846154,0.653846153846154,4,4,0.653846153846154,0.653846153846154,5,5
"353","5530",0.423076923076923,0.346153846153846,3,3,0.423076923076923,0.346153846153846,4,3
"354","5540",0.333333333333333,0.261904761904762,3,2,0.333333333333333,0.261904761904762,3,3
"355","5550",0.25,0.340909090909091,2,3,0.25,0.340909090909091,3,3
"356","5560",0.117647058823529,0.147058823529412,1,2,0.117647058823529,0.147058823529412,2,2
"357","5600",0.617647058823529,0.529411764705882,4,4,0.617647058823529,0.529411764705882,5,5
"358","5610",0.5,0.363636363636364,4,3,0.5,0.363636363636364,4,4
"359","5630",0.340909090909091,0.295454545454545,3,3,0.340909090909091,0.295454545454545,3,3
"360","5710",0.636363636363636,0.727272727272727,4,5,0.636363636363636,0.727272727272727,5,5
"361","5720",0.678571428571428,0.75,4,5,0.678571428571428,0.75,5,5
"362","5730",0.6875,0.625,4,4,0.6875,0.625,5,5
"363","5740",0.625,0.59375,4,4,0.625,0.59375,5,5
"364","5810",0.833333333333333,0.5,4,4,0.833333333333333,0.5,5,5
"365","5820",0.75,0.5,4,4,0.75,0.5,5,5
"366","5830",0.638888888888889,0.472222222222222,4,4,0.638888888888889,0.472222222222222,5,4
"367","5840",0.833333333333333,0.537037037037037,4,4,0.833333333333333,0.537037037037037,5,5
"368","5850",0.241379310344828,0.120689655172414,2,2,0.241379310344828,0.120689655172414,2,2
"369","5860",0.571428571428571,0.5,4,4,0.571428571428571,0.5,5,5
"370","5900",0.388888888888889,0.166666666666667,3,2,0.388888888888889,0.166666666666667,3,2
"371","5910",0.954545454545455,0.590909090909091,5,4,0.954545454545455,0.590909090909091,5,5
"372","5920",0.821428571428571,0.678571428571428,4,4,0.821428571428571,0.678571428571428,5,5
"373","6005",0.283333333333333,0.15,2,2,0.283333333333333,0.15,3,2
"374","6010",0.295454545454545,0.295454545454545,2,3,0.295454545454545,0.295454545454545,3,3
"375","6020",0.145833333333333,0.0833333333333333,2,1,0.145833333333333,0.0833333333333333,2,2
"376","6040",0.166666666666667,0.0833333333333333,2,1,0.166666666666667,0.0833333333333333,2,2
"377","6050",0.218181818181818,0.134848484848485,2,2,0.0727272727272727,0.0449494949494949,1,1
"378","6115",0.05,0.0166666666666667,1,1,0.05,0.0166666666666667,1,1
"379","6120",0.0476190476190476,0.0476190476190476,1,1,0.0476190476190476,0.0476190476190476,1,1
"380","6130",0.40238416554206,0.314664867296446,3,3,0.134128055180687,0.104888289098815,2,2
"381","6200",0.833333333333333,0.466666666666667,5,4,0.416666666666667,0.233333333333333,4,3
"382","6210",0.0294117647058824,0,1,1,0.0294117647058824,0,1,1
"383","6220",0.0357142857142857,0,1,1,0.0178571428571429,0,1,1
"384","6230",0.137931034482759,0.0862068965517241,2,1,0.137931034482759,0.0862068965517241,2,2
"385","6240",0.233928571428571,0.07125,2,1,0.0584821428571429,0.0178125,1,1
"386","6250",0,0.0192307692307692,1,1,0,0.00961538461538462,1,1
"387","6260",0.03125,0.015625,1,1,0.03125,0.015625,1,1
"388","6305",0.0535714285714286,0.0892857142857143,1,1,0.0178571428571429,0.0297619047619048,1,1
"389","6330",0.0384615384615385,0.0192307692307692,1,1,0.0192307692307692,0.00961538461538462,1,1
"390","6355",0.142857142857143,0.142857142857143,2,2,0.142857142857143,0.142857142857143,2,2
"391","6360",0.0925925925925926,0.037037037037037,1,1,0.0925925925925926,0.037037037037037,1,1
"392","6400",0.0884615384615385,0.138461538461538,1,2,0.0442307692307692,0.0692307692307692,1,1
"393","6410",0.0776315789473684,0.0263157894736842,1,1,0.0388157894736842,0.0131578947368421,1,1
"394","6441",0.0357142857142857,0,1,1,0.0357142857142857,0,1,1
"395","6442",0.147619047619048,0.121428571428571,2,2,0.0738095238095238,0.0607142857142857,1,1
"396","6460",0.0666666666666667,0.0333333333333333,1,1,0.0666666666666667,0.0333333333333333,1,1
"397","6500",0.0714285714285714,0,1,1,0.0714285714285714,0,1,1
"398","6515",0.0357142857142857,0,1,1,0.0357142857142857,0,1,1
"399","6520",0.0625,0.0416666666666667,1,1,0.0625,0.0416666666666667,1,1
"400","6530",0.025,0,1,1,0.025,0,1,1
"401","6540",0.115384615384615,0.115384615384615,1,2,0.115384615384615,0.115384615384615,2,2
"402","6600",0.0416666666666667,0,1,1,0.00694444444444444,0,1,1
"403","6660",0.691729323308271,0.56015037593985,4,4,0.345864661654135,0.280075187969925,3,3
"404","6700",0.175,0.075,2,1,0.175,0.075,2,1
"405","6710",0.05,0.025,1,1,0.05,0.025,1,1
"406","6720",0.0952380952380952,0.0476190476190476,1,1,0.0952380952380952,0.0476190476190476,1,1
"407","6730",0.0263157894736842,0,1,1,0.0263157894736842,0,1,1
"408","6740",0,0,1,1,0,0,1,1
"409","6750",0.0681818181818182,0.0909090909090909,1,1,0.0681818181818182,0.0909090909090909,1,2
"410","6765",0.241666666666667,0.283333333333333,2,3,0.120833333333333,0.141666666666667,2,2
"411","6800",0.0980861244019139,0.154306220095694,1,2,0.032695374800638,0.0514354066985646,1,1
"412","6821",0,0,1,1,0,0,1,1
"413","6825",0.133333333333333,0.133333333333333,2,2,0.133333333333333,0.133333333333333,2,2
"414","6835",0.15,0.133333333333333,2,2,0.15,0.133333333333333,2,2
"415","6850",0.0357142857142857,0.173809523809524,1,2,0.0119047619047619,0.0579365079365079,1,1
"416","6920",0,0,1,1,0,0,1,1
"417","6950",0.472689299005088,0.721766537556011,3,5,0.0393907749170907,0.0601472114630009,1,1
"418","7000",0.431818181818182,0.295454545454545,3,3,0.431818181818182,0.295454545454545,4,3
"419","7010",0.36,0.2,3,2,0.36,0.2,3,3
"420","7020",0.383333333333333,0.279166666666667,3,3,0.191666666666667,0.139583333333333,2,2
"421","7030",0.269230769230769,0.153846153846154,2,2,0.269230769230769,0.153846153846154,3,2
"422","7040",0.0897435897435897,0.0128205128205128,1,1,0.0897435897435897,0.0128205128205128,1,1
"423","7050",0.266666666666667,0.166666666666667,2,2,0.266666666666667,0.166666666666667,3,2
"424","7100",1.84458041958042,1.22424242424242,5,5,0.230572552447552,0.153030303030303,2,2
"425","7110",0.166666666666667,0.125,2,2,0.166666666666667,0.125,2,2
"426","7120",0.227272727272727,0.0909090909090909,2,1,0.227272727272727,0.0909090909090909,2,2
"427","7130",0.21875,0.21875,2,2,0.21875,0.21875,2,3
"428","7140",0.131578947368421,0.0657894736842105,1,1,0.131578947368421,0.0657894736842105,2,1
"429","7150",0.04,0.06,1,1,0.04,0.06,1,1
"430","7160",0,0,1,1,0,0,1,1
"431","7200",0.0833333333333333,0.0666666666666667,1,1,0.0833333333333333,0.0666666666666667,1,1
"432","7210",0,0,1,1,0,0,1,1
"433","7220",0.317857142857143,0.353571428571429,2,3,0.105952380952381,0.117857142857143,2,2
"434","7240",0.255494505494505,0.145604395604396,2,2,0.0851648351648352,0.0485347985347985,1,1
"435","7260",0.152573529411765,0.150735294117647,2,2,0.0508578431372549,0.0502450980392157,1,1
"436","7300",0.235384615384615,0.111282051282051,2,2,0.117692307692308,0.0556410256410256,2,1
"437","7315",0.1,0.133333333333333,1,2,0.1,0.133333333333333,1,2
"438","7320",0.129032258064516,0.0967741935483871,1,1,0.129032258064516,0.0967741935483871,2,2
"439","7330",0.441878019323671,0.310839371980676,3,3,0.110469504830918,0.0777098429951691,2,2
"440","7340",0.116666666666667,0.0666666666666667,1,1,0.116666666666667,0.0666666666666667,2,1
"441","7350",0.138888888888889,0.111111111111111,2,2,0.138888888888889,0.111111111111111,2,2
"442","7360",0.0217391304347826,0.0434782608695652,1,1,0.0217391304347826,0.0434782608695652,1,1
"443","7410",0,0,1,1,0,0,1,1
"444","7420",0.05,0.025,1,1,0.05,0.025,1,1
"445","7430",0.769653864390706,0.496491228070175,4,4,0.192413466097677,0.124122807017544,2,2
"446","7440",0.0384615384615385,0.0384615384615385,1,1,0.0384615384615385,0.0384615384615385,1,1
"447","7510",0.315789473684211,0.184210526315789,2,2,0.315789473684211,0.184210526315789,3,2
"448","7520",0.06,0.08,1,1,0.06,0.08,1,2
"449","7540",0.0714285714285714,0.0714285714285714,1,1,0.0714285714285714,0.0714285714285714,1,1
"450","7550",0.0714285714285714,0.107142857142857,1,2,0.0714285714285714,0.107142857142857,1,2
"451","7560",0,0.0357142857142857,1,1,0,0.0357142857142857,1,1
"452","7610",0.03125,0,1,1,0.03125,0,1,1
"453","7640",0.787991854636591,0.743377192982456,4,5,0.0984989818295739,0.092922149122807,1,2
"454","7700",0.4,0.225,3,2,0.4,0.225,3,3
"455","7710",0.0166666666666667,0.0166666666666667,1,1,0.0166666666666667,0.0166666666666667,1,1
"456","7720",0.335179526355997,0.224598930481283,3,2,0.111726508785332,0.0748663101604278,2,1
"457","7730",0.0833333333333333,0,1,1,0.0833333333333333,0,1,1
"458","7740",0.0217391304347826,0.0217391304347826,1,1,0.0217391304347826,0.0217391304347826,1,1
"459","7750",0.803676678181154,0.416413818491824,4,3,0.0892974086867949,0.0462682020546471,1,1
"460","7800",0.277777777777778,0.138888888888889,2,2,0.277777777777778,0.138888888888889,3,2
"461","7810",0.166666666666667,0.0416666666666667,2,1,0.0555555555555556,0.0138888888888889,1,1
"462","7830",0.05,0.05,1,1,0.05,0.05,1,1
"463","7840",0.1,0.14,1,2,0.1,0.14,1,2
"464","7850",0.117647058823529,0.0294117647058824,1,1,0.117647058823529,0.0294117647058824,2,1
"465","7905",1.04050925925926,0.528935185185185,5,4,0.52025462962963,0.264467592592593,4,3
"466","7925",0.227606275303644,0.211158906882591,2,2,0.0758687584345479,0.070386302294197,1,1
"467","7950",0.015625,0.015625,1,1,0.015625,0.015625,1,1
"468","8000",0.0833333333333333,0.0555555555555556,1,1,0.0833333333333333,0.0555555555555556,1,1
"469","8025",0.517953431372549,0.169097222222222,4,2,0.10359068627451,0.0338194444444444,2,1
"470","8030",0.206896551724138,0.137931034482759,2,2,0.206896551724138,0.137931034482759,2,2
"471","8040",0.1,0.0333333333333333,1,1,0.05,0.0166666666666667,1,1
"472","8060",0.35625,0.260416666666667,3,2,0.178125,0.130208333333333,2,2
"473","8100",0.0757575757575758,0.0454545454545455,1,1,0.0378787878787879,0.0227272727272727,1,1
"474","8130",0.205882352941176,0.117647058823529,2,2,0.205882352941176,0.117647058823529,2,2
"475","8140",0.169540229885057,0.119540229885057,2,2,0.0847701149425287,0.0597701149425287,1,1
"476","8225",2.38236247893389,1.47745927536782,5,5,0.103580977344952,0.064237359798601,2,1
"477","8250",0.44,0.1,3,1,0.44,0.1,4,2
"478","8255",0.326086956521739,0.152173913043478,3,2,0.326086956521739,0.152173913043478,3,2
"479","8256",0.0769230769230769,0.0576923076923077,1,1,0.0769230769230769,0.0576923076923077,1,1
"480","8300",0.0625,0.046875,1,1,0.0625,0.046875,1,1
"481","8310",0.0178571428571429,0.0178571428571429,1,1,0.0178571428571429,0.0178571428571429,1,1
"482","8320",0.0769230769230769,0.0192307692307692,1,1,0.0769230769230769,0.0192307692307692,1,1
"483","8335",0.126705653021442,0.100389863547758,1,1,0.0633528265107212,0.0501949317738791,1,1
"484","8350",0.129370629370629,0.106643356643357,1,2,0.0646853146853147,0.0533216783216783,1,1
"485","8365",0.570833333333333,0.430555555555556,4,3,0.142708333333333,0.107638888888889,2,2
"486","8450",0.227272727272727,0.136363636363636,2,2,0.227272727272727,0.136363636363636,2,2
"487","8465",0.743641774891775,0.395292207792208,4,3,0.247880591630592,0.131764069264069,2,2
"488","8500",0.175,0.075,2,1,0.175,0.075,2,1
"489","8510",0.0454545454545455,0.0909090909090909,1,1,0.0454545454545455,0.0909090909090909,1,2
"490","8530",0.0625,0.0208333333333333,1,1,0.0625,0.0208333333333333,1,1
"491","8540",0.0769230769230769,0.0384615384615385,1,1,0.0769230769230769,0.0384615384615385,1,1
"492","8555",0.752734765234765,0.643061105561106,4,4,0.125455794205794,0.107176850926851,2,2
"493","8600",1.10079365079365,0.604761904761905,5,4,0.22015873015873,0.120952380952381,2,2
"494","8610",0.14,0.1,2,1,0.14,0.1,2,2
"495","8620",0.125,0.125,1,2,0.125,0.125,2,2
"496","8630",0.571271929824561,0.503289473684211,4,4,0.14281798245614,0.125822368421053,2,2
"497","8640",0.271221532091097,0.136645962732919,2,2,0.135610766045549,0.0683229813664596,2,1
"498","8650",0.246172248803828,0.197129186602871,2,2,0.0820574162679426,0.0657097288676236,1,1
"499","8710",0.0535714285714286,0.0535714285714286,1,1,0.0267857142857143,0.0267857142857143,1,1
"500","8720",0.0714285714285714,0.0892857142857143,1,1,0.0714285714285714,0.0892857142857143,1,2
"501","8730",0.111111111111111,0.0277777777777778,1,1,0.111111111111111,0.0277777777777778,2,1
"502","8740",0.40625,0.1875,3,2,0.40625,0.1875,3,2
"503","8750",0.348484848484849,0.23030303030303,3,2,0.174242424242424,0.115151515151515,2,2
"504","8760",0.246078431372549,0.184967320261438,2,2,0.0820261437908497,0.0616557734204793,1,1
"505","8800",0,0.075,1,1,0,0.075,1,1
"506","8810",0.05,0.0551282051282051,1,1,0.025,0.0275641025641026,1,1
"507","8830",0.390625,0.15625,3,2,0.390625,0.15625,3,2
"508","8850",0.0588235294117647,0,1,1,0.0588235294117647,0,1,1
"509","8865",0.699741874594647,0.387831423106191,4,3,0.0636128976904225,0.0352574021005628,1,1
"510","8910",0.116666666666667,0.0333333333333333,1,1,0.116666666666667,0.0333333333333333,2,1
"511","8920",0.256030701754386,0.175865009746589,2,2,0.0640076754385965,0.0439662524366472,1,1
"512","8930",0,0.0333333333333333,1,1,0,0.0333333333333333,1,1
"513","8940",0.0217391304347826,0,1,1,0.0217391304347826,0,1,1
"514","8950",0.102941176470588,0.0735294117647059,1,1,0.102941176470588,0.0735294117647059,1,1
"515","8990",2.38920946718724,1.26564481341958,5,5,0.13273385928818,0.0703136007455323,2,1
"516","9005",1.62774772900631,1.48624401913876,5,5,0.325549545801262,0.297248803827751,3,3
"517","9030",0.576923076923077,0.423076923076923,4,3,0.288461538461538,0.211538461538462,3,3
"518","9040",0.773752012882448,0.656199677938808,4,4,0.386876006441224,0.328099838969404,3,3
"519","9050",0.18,0.14,2,2,0.18,0.14,2,2
"520","9110",0.0909090909090909,0.0454545454545455,1,1,0.0909090909090909,0.0454545454545455,1,1
"521","9121",NA,NA,NA,NA,0.323529411764706,0.176470588235294,3,2
"522","9122",0.233333333333333,0.166666666666667,2,2,0.233333333333333,0.166666666666667,2,2
"523","9130",0.890745007680491,0.520161290322581,5,4,0.296915002560164,0.173387096774194,3,2
"524","9141",NA,NA,NA,NA,0.25,0.173076923076923,3,2
"525","9142",NA,NA,NA,NA,0.28125,0.25,3,3
"526","9210",0.466666666666667,0.293333333333333,3,3,0.233333333333333,0.146666666666667,2,2
"527","9240",0.272727272727273,0.204545454545455,2,2,0.272727272727273,0.204545454545455,3,3
"528","9265",1.33463203463203,0.75978354978355,5,5,0.266926406926407,0.15195670995671,3,2
"529","9300",0.0535714285714286,0.0178571428571429,1,1,0.0535714285714286,0.0178571428571429,1,1
"530","9310",0.266666666666667,0.317647058823529,2,3,0.133333333333333,0.158823529411765,2,2
"531","9330",0.176470588235294,0.147058823529412,2,2,0.176470588235294,0.147058823529412,2,2
"532","9350",0.111111111111111,0.138888888888889,1,2,0.111111111111111,0.138888888888889,2,2
"533","9365",0.338888888888889,0.211111111111111,3,2,0.169444444444444,0.105555555555556,2,2
"534","9410",1.26190476190476,0.695238095238095,5,5,0.420634920634921,0.231746031746032,4,3
"535","9415",0.214285714285714,0.142857142857143,2,2,0.214285714285714,0.142857142857143,2,2
"536","9430",2.62757936507936,1.70198412698413,5,5,0.291953262786596,0.189109347442681,3,2
"537","9510",0.181818181818182,0.0454545454545455,2,1,0.181818181818182,0.0454545454545455,2,1
"538","9570",1.53468865072126,1.18703373920765,5,5,0.102312576714751,0.0791355826138435,1,2
"539","9600",0.0454545454545455,0.0454545454545455,1,1,0.0454545454545455,0.0454545454545455,1,1
"540","9610",0.0714285714285714,0,1,1,0.0714285714285714,0,1,1
"541","9620",0.103174603174603,0.0753968253968254,1,1,0.0515873015873016,0.0376984126984127,1,1
"542","9630",0.0769230769230769,0.0769230769230769,1,1,0.0769230769230769,0.0769230769230769,1,1
"543","9640",0.0833333333333333,0.0833333333333333,1,1,0.0833333333333333,0.0833333333333333,1,2
"544","9645",0.183333333333333,0.183333333333333,2,2,0.183333333333333,0.183333333333333,2,2
"545","9650",0.483516483516484,0.21978021978022,3,2,0.161172161172161,0.0732600732600733,2,1
"546","9720",0.21875,0.25,2,2,0.21875,0.25,2,3
"547","9760",0.0526315789473684,0.105263157894737,1,1,0.0526315789473684,0.105263157894737,1,2
